file;general;race;class;anim;deathvar;dialog;origin;name;MonsterId;ValidatedMonsterId
A7!GXFL4;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST;a7!gxfl4;;A7-GOLEMCONSTRUCTION;Perfect Flesh Golem;FleshGolem;false
A7!GXFL4;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST;a7!gxfl4;;A7-GolemConstruction;Perfect Flesh Golem;FleshGolem;false
A7!GXIC;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_ICE;a7!gxic;;A7-GOLEMCONSTRUCTION;Ice Golem;IronGolem;false
A7!GXIC;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_ICE;a7!gxic;;A7-GolemConstruction;Ice Golem;IronGolem;false
A7!GXIR1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_IWD_MINI;a7!gxir1;;A7-GOLEMCONSTRUCTION;Lesser Iron Golem;IronGolem;false
A7!GXIR1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_IWD_MINI;a7!gxir1;;A7-GolemConstruction;Lesser Iron Golem;IronGolem;false
A7!GXIR2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir2;;A7-GOLEMCONSTRUCTION;Iron Golem;IronGolem;false
A7!GXIR2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir2;;A7-GolemConstruction;Iron Golem;IronGolem;false
A7!GXIR3;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir3;;A7-GOLEMCONSTRUCTION;Greater Iron Golem;IronGolem;false
A7!GXIR3;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir3;;A7-GolemConstruction;Greater Iron Golem;IronGolem;false
A7!GXIR4;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir4;;A7-GOLEMCONSTRUCTION;Perfect Iron Golem;IronGolem;false
A7!GXIR4;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir4;;A7-GolemConstruction;Perfect Iron Golem;IronGolem;false
A7!GXLT;GIANTHUMANOID;GOLEM;GOLEM_CLAY;A7!GOLEM_LIGHTNING;a7!gxlt;None;A7-GOLEMCONSTRUCTION;Lightning Golem;ClayGolem;false
A7!GXLT;GIANTHUMANOID;GOLEM;GOLEM_CLAY;A7!GOLEM_LIGHTNING;a7!gxlt;None;A7-GolemConstruction;Lightning Golem;ClayGolem;false
A7!GXMA;GIANTHUMANOID;GOLEM;GOLEM_CLAY;ELEMENTAL_FIRE_PURPLE;a7!gxma;None;A7-GOLEMCONSTRUCTION;Magic Golem;ClayGolem;false
A7!GXMA;GIANTHUMANOID;GOLEM;GOLEM_CLAY;ELEMENTAL_FIRE_PURPLE;a7!gxma;None;A7-GolemConstruction;Magic Golem;ClayGolem;false
A7!GXMG;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_MAGGOT;a7!gxmg;;A7-GOLEMCONSTRUCTION;Maggot Golem;FleshGolem;false
A7!GXMG;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_MAGGOT;a7!gxmg;;A7-GolemConstruction;Maggot Golem;FleshGolem;false
A7!GXMI1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_MINI;a7!gxmi1;;A7-GOLEMCONSTRUCTION;Lesser Mithral Golem;IronGolem;false
A7!GXMI1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_MINI;a7!gxmi1;;A7-GolemConstruction;Lesser Mithral Golem;IronGolem;false
A7!GXMI2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi2;;A7-GOLEMCONSTRUCTION;Mithral Golem;IronGolem;false
A7!GXMI2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi2;;A7-GolemConstruction;Mithral Golem;IronGolem;false
A7!GXMI3;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi3;;A7-GOLEMCONSTRUCTION;Greater Mithral Golem;IronGolem;false
A7!GXMI3;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi3;;A7-GolemConstruction;Greater Mithral Golem;IronGolem;false
A7!GXMI4;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi4;;A7-GOLEMCONSTRUCTION;Perfect Mithral Golem;IronGolem;false
A7!GXMI4;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi4;;A7-GolemConstruction;Perfect Mithral Golem;IronGolem;false
A7!GXRU;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_RUBY;a7!gxru;;A7-GOLEMCONSTRUCTION;Ruby Golem;IronGolem;false
A7!GXRU;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_RUBY;a7!gxru;;A7-GolemConstruction;Ruby Golem;IronGolem;false
A7!GXST1;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;a7!gxst1;;A7-GOLEMCONSTRUCTION;Lesser Stone Golem;StoneGolem;false
A7!GXST1;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;a7!gxst1;;A7-GolemConstruction;Lesser Stone Golem;StoneGolem;false
A7!GXST2;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst2;;A7-GOLEMCONSTRUCTION;Stone Golem;StoneGolem;false
A7!GXST2;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst2;;A7-GolemConstruction;Stone Golem;StoneGolem;false
A7!GXST3;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst3;;A7-GOLEMCONSTRUCTION;Greater Stone Golem;StoneGolem;false
A7!GXST3;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst3;;A7-GolemConstruction;Greater Stone Golem;StoneGolem;false
A7!GXST4;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst4;;A7-GOLEMCONSTRUCTION;Perfect Stone Golem;StoneGolem;false
A7!GXST4;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst4;;A7-GolemConstruction;Perfect Stone Golem;StoneGolem;false
A7!GYAD1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_MINI;a7!gxad1;;A7-GOLEMCONSTRUCTION;Lesser Adamantite Golem;IronGolem;false
A7!GYAD1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_MINI;a7!gxad1;;A7-GolemConstruction;Lesser Adamantite Golem;IronGolem;false
A7!GYAD2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxad2;;A7-GOLEMCONSTRUCTION;Adamantite Golem;IronGolem;false
A7!GYAD2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxad2;;A7-GolemConstruction;Adamantite Golem;IronGolem;false
A7!GYCL1;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_MINI;a7!gxcl1;;A7-GOLEMCONSTRUCTION;Lesser Clay Golem;ClayGolem;false
A7!GYCL1;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_MINI;a7!gxcl1;;A7-GolemConstruction;Lesser Clay Golem;ClayGolem;false
A7!GYCL2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;a7!gxcl2;;A7-GOLEMCONSTRUCTION;Clay Golem;ClayGolem;false
A7!GYCL2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;a7!gxcl2;;A7-GolemConstruction;Clay Golem;ClayGolem;false
A7!GYFL1;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST_MINI;a7!gxfl1;;A7-GOLEMCONSTRUCTION;Lesser Flesh Golem;FleshGolem;false
A7!GYFL1;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST_MINI;a7!gxfl1;;A7-GolemConstruction;Lesser Flesh Golem;FleshGolem;false
A7!GYFL2;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST;a7!gxfl2;;A7-GOLEMCONSTRUCTION;Flesh Golem;FleshGolem;false
A7!GYFL2;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST;a7!gxfl2;;A7-GolemConstruction;Flesh Golem;FleshGolem;false
A7!GYIR1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_IWD_MINI;a7!gxir1;;A7-GOLEMCONSTRUCTION;Lesser Iron Golem;IronGolem;false
A7!GYIR1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_IWD_MINI;a7!gxir1;;A7-GolemConstruction;Lesser Iron Golem;IronGolem;false
A7!GYIR2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir2;;A7-GOLEMCONSTRUCTION;Iron Golem;IronGolem;false
A7!GYIR2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON_IWD;a7!gxir2;;A7-GolemConstruction;Iron Golem;IronGolem;false
A7!GYMI1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_MINI;a7!gxmi1;;A7-GOLEMCONSTRUCTION;Lesser Mithral Golem;IronGolem;false
A7!GYMI1;GIANTHUMANOID;GOLEM;GOLEM_IRON;A7!GOLEM_IRON_MINI;a7!gxmi1;;A7-GolemConstruction;Lesser Mithral Golem;IronGolem;false
A7!GYMI2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi2;;A7-GOLEMCONSTRUCTION;Mithral Golem;IronGolem;false
A7!GYMI2;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;a7!gxmi2;;A7-GolemConstruction;Mithral Golem;IronGolem;false
A7!GYST1;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;a7!gxst1;;A7-GOLEMCONSTRUCTION;Lesser Stone Golem;StoneGolem;false
A7!GYST1;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_MINI;a7!gxst1;;A7-GolemConstruction;Lesser Stone Golem;StoneGolem;false
A7!GYST2;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst2;;A7-GOLEMCONSTRUCTION;Stone Golem;StoneGolem;false
A7!GYST2;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;a7!gxst2;;A7-GolemConstruction;Stone Golem;StoneGolem;false
A7!MARK;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!mark;;A7-GOLEMCONSTRUCTION;;;
A7!MARK;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!mark;;A7-GolemConstruction;;;
A7!Q1SU;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!q1su;;A7-GOLEMCONSTRUCTION;;;
A7!SMDLG;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!smdlg;A7!SMDLG;A7-GOLEMCONSTRUCTION;Construct Golem;;
A7!SMDLG;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!smdlg;A7!SMDLG;A7-GolemConstruction;Construct Golem;;
A7!UPGR;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!upgr;;A7-GOLEMCONSTRUCTION;;;
A7!UPGR;ANIMAL;NO_RACE;NO_CLASS;DOOM_GUARD;a7!upgr;;A7-GolemConstruction;;;
A7#ABB;MONSTER;DEMONIC;IMP;ABISHAI_BLACK;A7#AbisBlack;A7#DDVL2;A7-TestYourMettle;Black Abishai;;
A7#ABG;MONSTER;DEMONIC;IMP;ABISHAI_GREEN;A7#AbisGreen;A7#DDVL2;A7-TestYourMettle;Green Abishai;;
A7#ABR;MONSTER;DEMONIC;IMP;ABISHAI_RED;A7#AbisRed;A7#DDVL2;A7-TestYourMettle;Red Abishai;;
A7#CHIGH;HUMANOID;DRONE;FIGHTER;A7_DRONE_HEAVY;A7#CHigh;;A7-TestYourMettle;High Threat Construct;;
A7#CHSU;HUMANOID;DRONE;FIGHTER;A7_DRONE_HEAVY;A7#CHighSu;;A7-TestYourMettle;High Threat Construct;;
A7#CLOW;HUMANOID;DRONE;FIGHTER;A7_DRONE_LIGHT;A7#CLow;;A7-TestYourMettle;Low Threat Construct;;
A7#CLSU;HUMANOID;DRONE;FIGHTER;A7_DRONE_LIGHT;A7#CLowSu;;A7-TestYourMettle;Low Threat Construct;;
A7#COR;MONSTER;DEMONIC;IMP;CORNUGON;A7#Cornugon;A7#DDVL2;A7-TestYourMettle;Cornugon;;
A7#COR1;MONSTER;DEMONIC;IMP;A7_CORNUGON_BLACK;A7#Cornugon;A7#DCOR1;A7-TestYourMettle;Dogreth the Taskmaster;;
A7#CTSPY;HUMANOID;NO_RACE;NO_CLASS;BIRD;a7#cutspy;None;A7-TestYourMettle;;;
A7#CWIZ;HUMANOID;DRONE;MAGE;A7_DRONE_WIZARD;A7#CWiz;;A7-TestYourMettle;Wizard Construct;;
A7#CWSU;HUMANOID;DRONE;MAGE;A7_DRONE_WIZARD;A7#CWizSu;;A7-TestYourMettle;Wizard Construct;;
A7#ERIN;MONSTER;DEMONIC;IMP;MAGE_FEMALE_ELF;A7#Erinyes;A7#DDVL2;A7-TestYourMettle;Erinyes;;
A7#GELU;MONSTER;DEMONIC;IMP;A7_RAVER_BLUE;a7#gelugon;None;A7-TestYourMettle;Gelugon Mastermind;;
A7#IMP;HUMANOID;IMP;IMP;IMP;A7#Imp;A7#DIMP;A7-TestYourMettle;Imp;;
A7#MDRM;HUMANOID;MODRON;FIGHTER;A7_MODRON_MONO;A7#Monodrone;A7#DMDRM;A7-TestYourMettle;Modron;;
A7#MDRM1;HUMANOID;MODRON;FIGHTER;A7_MODRON_MONO;A7#Monodrone;;A7-TestYourMettle;Modron Laborer;;
A7#MDRMO;HUMANOID;MODRON;FIGHTER;A7_MODRON_MONO;A7#Monodrone;;A7-TestYourMettle;Rogue Modron;;
A7#MDRQ;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;A7#DMDRQ;A7-TestYourMettle;Modron;;
A7#MDRQ1;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;A7-TestYourMettle;Modron Guard;;
A7#MDRQ2;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;A7-TestYourMettle;Modron Director;;
A7#MDRQ3;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;A7-TestYourMettle;Modron Guide;;
A7#MDRQO;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;A7-TestYourMettle;Rogue Modron;;
A7#MDRQP;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_MELEE;A7#Quadrone;;A7-TestYourMettle;Rogue Modron;;
A7#MDRR;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_RANGED;A7#Quadrone;A7#DMDRR;A7-TestYourMettle;Modron;;
A7#MDRR1;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_RANGED;A7#Quadrone;;A7-TestYourMettle;Modron Worker;;
A7#MDRRO;HUMANOID;MODRON;FIGHTER;A7_MODRON_QUAD_RANGED;A7#Quadrone;;A7-TestYourMettle;Rogue Modron;;
A7#RCHI;HUMANOID;DRONE;FIGHTER;A7_DRONE_HEAVY;A7#CHigh;;A7-TestYourMettle;High Threat Construct;;
A7#RCLO;HUMANOID;DRONE;FIGHTER;A7_DRONE_LIGHT;A7#CLow;;A7-TestYourMettle;Low Threat Construct;;
A7#TMABB;MONSTER;DEMONIC;IMP;ABISHAI_BLACK;A7#AbisBlack;A7#DDVL2;A7-TestYourMettle;Black Abishai;;
A7#TMABG;MONSTER;DEMONIC;IMP;ABISHAI_GREEN;A7#AbisGreen;A7#DDVL2;A7-TestYourMettle;Green Abishai;;
A7#TMABR;MONSTER;DEMONIC;IMP;ABISHAI_RED;A7#AbisRed;A7#DDVL2;A7-TestYourMettle;Red Abishai;;
A7#TMERI;MONSTER;DEMONIC;IMP;MAGE_FEMALE_ELF;A7#Erinyes;A7#DDVL2;A7-TestYourMettle;Erinyes;;
A7#TMIMP;HUMANOID;IMP;IMP;IMP;A7#Imp;A7#DIMP;A7-TestYourMettle;Imp;;
AATAQAH;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;aataqah;aataqah;BG2;Aataqah;;
ABAZDG02;MONSTER;DRAGON;RED_DRAGON;DRAGON_PURPLE;abazdg02;abazdg02;ascension;Tamah;;
ABAZIGAL;MONSTER;DRAGON;FIGHTER_MAGE;FIGHTER_MALE_HUMAN;Abazigal1;Abazigal;STRATAGEMS;Abazigal;;
ABELA;HUMANOID;FAIRY;INNOCENT;SIRINE;Abela;abela;BG1;Abela the Nymph;Nymph;true
ABISRED1;MONSTER;DEMONIC;TANARI;CORNUGON;abisred1;None;BG2;Abishai;;
ABYDEM01;MONSTER;DEMONIC;TANARI;FIEND_GREEN;abydem01;abydem01;STRATAGEMS;Tanar'ri;;
AC#BASGR;MONSTER;BASILISK;BASILISK_GREATER;BASILISK_GREATER;None;;LORETAKERS;Greater Basilisk;GreaterBasilisk;true
AC#BGUR1;HUMANOID;DEMONIC;TANARI;BARLGURA_ACIFER;AC#BGUR1;;GODCALL;Bar-Lgura;;
AC#BGUR2;HUMANOID;DEMONIC;TANARI;BARLGURA_ACIFER;AC#BGUR2;;GODCALL;Bar-Lgura;;
AC#DRET1;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRET1;;GODCALL;Dretch;;
AC#DRET2;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRET2;AC#DRET2;GODCALL;Dretch;;
AC#DRET3;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRET3;;GODCALL;Dretch;;
AC#DRET4;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRET4;;GODCALL;Dretch;;
AC#DRET6;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRET6;;GODCALL;Dretch;;
AC#DRETP;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRETP;AC#DRETP;GODCALL;Dretch;;
AC#DRETV;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRETV;AC#DRETV;GODCALL;Dretch;;
AC#DRETW;HUMANOID;DEMONIC;TANARI;DRETCH_ACIFER;AC#DRETW;AC#DRETW;GODCALL;Dretch;;
AC#DT01L;UNDEAD;GHOUL;GHOUL_GHAST;GHAST;AC#DT01L;;TIDINGS;Greater Lacedon;Ghast;false
AC#DT01S;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT01S;;TIDINGS;Sirine;Sirine;
AC#DT02S;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT02S;;TIDINGS;Sirine;Sirine;
AC#DT10S;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#DT10S;None;TIDINGS;Shadow;Shadow;false
AC#DT12W;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON;AC#DT12W;;STRATAGEMS;Skeleton Warrior;SkeletonWarrior;false
AC#DT18G;HUMANOID;NO_RACE;NO_CLASS;SKELETON;AC#DT18G;AC#DT18G;TIDINGS;Undead Guardian;;
AC#DT20S;MONSTER;114;FAIRY_SIRINE;SIRINE;AC#DT20S;AC#DT20S;TIDINGS;Skara;;
AC#DT21C;MONSTER;DEMONIC;TANARI;DOOM_GUARD;AC#DT21C;AC#DT21C;TIDINGS;Dark Voice;;
AC#DT21S;MONSTER;114;FAIRY_SIRINE;SIRINE;AC#DT21S;;TIDINGS;Sirine;;
AC#DT21W;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#DT21W;None;TIDINGS;Shadow;Shadow;false
AC#DT21X;MONSTER;ELEMENTAL;ELEMENTAL_FIRE;AC#ELEMENTAL_WATER_LARGE;AC#DT21X;;TIDINGS;Shadow Elemental;;
AC#DT2BS;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT2BS;;TIDINGS;Sirine;Sirine;
AC#DT30G;HUMANOID;NO_RACE;NO_CLASS;SKELETON;AC#DT30G;AC#DT30G;TIDINGS;Undead Guardian;;
AC#DT30S;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT30S;;TIDINGS;Dark Siren;Sirine;
AC#DT30W;UNDEAD;WRAITH;WRAITH;SHADOW;AC#DT30W;;TIDINGS;Greater Wraith;;
AC#DTDIG;UNDEAD;WRAITH;WRAITH;SKELETON;AC#DTDIG;NONE;TIDINGS;Dire Guard;;
AC#DTEWD;MONSTER;ELEMENTAL;ELEMENTAL_EARTH;AC#EARTH_WEIRD;AC#DTEWD;;TIDINGS;Earth Weird;;
AC#DTLAC;UNDEAD;GHOUL;GHOUL;GHAST;AC#DTLAC;;TIDINGS;Lacedon;Ghoul;false
AC#DTMYR;MONSTER;NO_RACE;NO_CLASS;DOOM_GUARD;AC#MYRWT;NONE;TIDINGS;Water Myrmidon;;
AC#DTNWI;MONSTER;0;0;TANARRI;AC#DTNWI;AC#DTNWI;TIDINGS;Nightwing;;
AC#DTOIO;MONSTER;SLIME;OCRE_JELLY;GRAY_OOZE;AC#DTOIO;;TIDINGS;Oil Ooze;OchreJelly;false
AC#DTPL1;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL1;NONE;TIDINGS;<PLAYER1>'s Shadow;Shadow;false
AC#DTPL2;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL2;NONE;TIDINGS;<PLAYER2>'s Shadow;Shadow;false
AC#DTPL3;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL3;NONE;TIDINGS;<PLAYER3>'s Shadow;Shadow;false
AC#DTPL4;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL4;NONE;TIDINGS;<PLAYER4>'s Shadow;Shadow;false
AC#DTPL5;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL5;NONE;TIDINGS;<PLAYER5>'s Shadow;Shadow;false
AC#DTPL6;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL6;NONE;TIDINGS;<PLAYER6>'s Shadow;Shadow;false
AC#DTSH2;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#DTSH2;None;TIDINGS;Shadow;Shadow;false
AC#DTSHM;UNDEAD;SHADOW;WOLF_DIRE;WORG;AC#DTSHM;;TIDINGS;Shadow Mastiff;;
AC#DTSLF;MONSTER;NO_RACE;NO_CLASS;DOOM_GUARD;AC#DTSLF;NONE;TIDINGS;Mudform;;
AC#DTSM1;UNDEAD;SHADOW;WOLF_DIRE;WORG;AC#DTSM1;;TIDINGS;Shadow Mastiff;;
AC#DTSN1;ANIMAL;NO_RACE;NO_CLASS;AC#SNAKE_SMALL;AC#DTSN1;NONE;TIDINGS;Viper;;
AC#DTST1;GIANTHUMANOID;TROLL;TROLL;TROLL;AC#DTST1;;TIDINGS;Shadow Troll;;
AC#DTSW2;HUMANOID;FAIRY;MAGE;AC#SEA_HAG;AC#DTSW2;AC#DTSW2;TIDINGS;Black Molly;;
AC#DTTH1;MONSTER;DEMONIC;SHADOW;AC#TRANSCENDENT_ONE_PST;AC#DTTH1;AC#DTTH1;TIDINGS;Aspect of Tharizdun;;
AC#DTTH2;MONSTER;DEMONIC;TANARI;DOOM_GUARD;AC#DTTH2;AC#DTTH2;TIDINGS;Shadow Shape;;
AC#DTTR1;GIANTHUMANOID;TROLL;TROLL;TROLL_BLUE;AC#DTTR1;;TIDINGS;Sea Troll;;
AC#DTTR2;GIANTHUMANOID;TROLL;TROLL;TROLL_BLUE;AC#DTTR2;;TIDINGS;Sea Troll;;
AC#DTTRD;GIANTHUMANOID;TROLL;TROLL;TROLL_BLUE;AC#DTTRD;;TIDINGS;Sea Troll;;
AC#DTVDG;MONSTER;ELEMENTAL;NO_CLASS;AC#VARRDIG;AC#DTVDG;;TIDINGS;Varrdig;;
AC#DTW12;MONSTER;ELEMENTAL;NO_CLASS;AC#ELEMENTAL_WATER_LARGE;AC#DTWSU;;TIDINGS;Water Elemental;;
AC#DTW16;MONSTER;ELEMENTAL;NO_CLASS;AC#ELEMENTAL_WATER_LARGE;AC#DTWSU;;TIDINGS;Water Elemental;;
AC#DTWE2;MONSTER;ELEMENTAL;NO_CLASS;AC#ELEMENTAL_WATER_LARGE;AC#DTWE2;;TIDINGS;Water Elemental;;
AC#DTWEL;MONSTER;ELEMENTAL;NO_CLASS;AC#ELEMENTAL_WATER_LARGE;AC#DTWEL;;TIDINGS;Water Elemental;;
AC#DTWSU;MONSTER;ELEMENTAL;NO_CLASS;AC#ELEMENTAL_WATER_SMALL;AC#DTWSU;;TIDINGS;Lesser Water Elemental;;
AC#ELBL1;MONSTER;ELEMENTAL;NO_CLASS;AC#BLOOD_ELEMENTAL;AC#ELBL1;;GODCALL;Blood Elemental;;
AC#FP1W1;MONSTER;LYCANTHROPE;WEREWOLF;WERERAT;AC#FP1W1;AC#FP1W1;stratagems;Wererat;;
AC#FP1W2;MONSTER;LYCANTHROPE;WEREWOLF;WERERAT;AC#FP1W2;AC#FP1W2;stratagems;Wererat;;
AC#FP1W3;MONSTER;LYCANTHROPE;WEREWOLF;WERERAT;AC#FP1W3;;stratagems;Wererat;;
AC#FP2O1;GIANTHUMANOID;OGRE;OGRE;OGRE;AC#FP2O1;AC#FP2O1;LORETAKERS;Ogre;Ogre;true
AC#FP2O2;GIANTHUMANOID;OGRE;OGRE;OGRE;AC#FP2O2;AC#FP2O2;LORETAKERS;Ogre;Ogre;true
AC#FP2OT;GIANTHUMANOID;OGRE;OGRE;OGRE;AC#FP2OT;AC#FP2OT;LORETAKERS;Thrall;Ogre;true
AC#FP2ST;GENERAL_ITEM;NO_RACE;NO_CLASS;DOOM_GUARD;AC#FP2ST;AC#FP2ST;LORETAKERS;Unholy Statue;;
AC#FP2ZO;UNDEAD;ZOMBIE;ZOMBIE_NORMAL;ZOMBIE;AC#FP2ZO;ZOMBIE;LORETAKERS;Zombie;;
AC#FP3EB;HUMANOID;NO_RACE;NO_CLASS;BIRD;AC#FP3EB;AC#FP3EB;LORETAKERS;The Encephalithid;;
AC#FP3MF;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;AC#FP3MF;None;LORETAKERS;Mind Flayer;;
AC#FP4S1;GENERAL_ITEM;NO_RACE;NO_CLASS;DOOM_GUARD;AC#FP4S1;AC#FP4S1;LORETAKERS;Voidspeaker;;
AC#FP4S2;GENERAL_ITEM;NO_RACE;NO_CLASS;DOOM_GUARD;AC#FP4S2;AC#FP4S2;LORETAKERS;Voidspeaker;;
AC#FP4S3;GENERAL_ITEM;NO_RACE;NO_CLASS;DOOM_GUARD;AC#FP4S3;AC#FP4S3;LORETAKERS;Voidspeaker;;
AC#FP5S1;GENERAL_ITEM;NO_RACE;NO_CLASS;DOOM_GUARD;AC#FP5S1;AC#FP5S1;LORETAKERS;Voidspeaker;;
