file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;name
BD04THUG;HUMANOID;HUMAN;INNOCENT;STATIC_NOBLE_WOMAN_MATTE;bd04thug;BDPOOL04;1;0;FEMALE;NEUTRAL;BDCRWDE;None;None;None;None;;;;;;;;;;15;bg1;Noblewoman
BD05THUG;HUMANOID;HUMAN;INNOCENT;STATIC_NOBLE_WOMAN_MATTE;bd05thug;BDPOOL04;1;0;FEMALE;NEUTRAL;BDCRWDE;None;None;None;None;;;;;;;;;;15;bg1;Noblewoman
BD06THUG;HUMANOID;HUMAN;INNOCENT;STATIC_NOBLE_WOMAN_MATTE;bd06thug;BDPOOL04;1;0;FEMALE;NEUTRAL;BDCRWDE;None;None;None;None;;;;;;;;;;15;bg1;Noblewoman
BD302BAN;UNDEAD;WRAITH;SPECTRE;WAILING_VIRGIN;BD302BAN;;7;NIETHER;FEMALE;ENEMY;BDBANSH;;;;dw1melge;;;;IMMUNE1;IMMCHS;B1-8M2;;;;4000;bg1;Banshee
BD302BAS;MONSTER;BASILISK;BASILISK_GREATER;BASILISK_GREATER;NONE;;10;NIETHER;MALE;ENEMY;NONE;NONE;GBASILSK;NONE;NONE;;;;;;BASILG1;BASILG2;BASILG3;;7000;bg1;Greater Basilisk
BD328OSO;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;;;8;MALE;FEMALE;ENEMY;None;None;BEAR;None;dw1melmo;;;;;;B1-12;;;;900;bg1;Cave Bear
BDABIBLA;MONSTER;DEMONIC;IMP;ABISHAI_BLACK;BDABIBLA;;4;MALE;MALE;ENEMY;;BDENSHTV;BDABISHA;;BDFIG00;;;IMMUNE1;RINGDEMN;REGHP1;BDABISHA;;;;7000;bg1;Black Abishai
BDABIGRE;MONSTER;DEMONIC;IMP;ABISHAI_GREEN;BDABIGRE;;4;MALE;MALE;ENEMY;;BDENSHTV;BDABISHA;;BDFIG00;;;IMMUNE1;RINGDEMN;REGHP1;BDABISHA;;;;8000;bg1;Green Abishai
BDABIRED;MONSTER;DEMONIC;IMP;ABISHAI_RED;BDABIRED;;6;MALE;MALE;ENEMY;;BDENSHTV;BDABISHA;;BDFIG00;;;IMMUNE1;RINGDEMN;REGHP1;BDABISHA;;;;9000;bg1;Red Abishai
BDABIS1D;HUMANOID;DEMONIC;FIGHTER;ABISHAI_BLACK;BDIMP;BDIMP;6;NIETHER;MALE;ENEMY;BDIMP;;BDSHOUT;BDFIGH01;;;;;;;S1-4;;;;420;bg1;Abishai
BDABIS2D;HUMANOID;DEMONIC;FIGHTER;ABISHAI_RED;BDIMP;BDIMP;6;NIETHER;MALE;ENEMY;BDIMP;;BDSHOUT;BDFIGH01;;;;;;;S1-4;;;;420;bg1;Abishai
BDABIS3D;HUMANOID;DEMONIC;FIGHTER;ABISHAI_GREEN;BDIMP;BDIMP;6;NIETHER;MALE;ENEMY;BDIMP;;BDSHOUT;BDFIGH01;;;;;;;S1-4;;;;420;bg1;Abishai
BDADOY;HUMANOID;HUMAN;MAGE;FAT_MAN;BDADOY;BDADOY;1;MALE;MALE;NEUTRAL;;NONE;NONE;NONE;;;;BDRINGGH;MINHP1;;;;;;0;bg1;Adoy
BDAHDREK;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;BDAHDREK;BDAHDREK;10;MALE;MALE;NEUTRAL;BDAHDREK;;;;;;;;;MINHP1;STAF01;;;;2000;bg1;Ahdzekharrin
BDAILEEN;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;BDAILEEN;BDAILEEN;1;FEMALE;FEMALE;NEUTRAL;BDAILEEN;None;None;None;None;;;;;;;;;;15;bg1;Aileen
BDAKANNA;HUMANOID;HUMAN;CLERIC_THIEF;THIEF_FEMALE_HUMAN;BDAKANNA;BDAKANNA;7;FEMALE;FEMALE;NEUTRAL;BDAKANNA;;BDSHOUT;BDCLTH01;;;;;;;BLUN36;SLNG02;;;4000;bg1;Akanna
BDALACHI;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDALACHI;BDALACHI;9;MALE;MALE;NEUTRAL;BDALACHI;;BDSHOUT;BDFIGH01;;HELM10;;;;;BOW02;SW1H05;;;1400;bg1;Alachi
BDALALAI;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;BDALALAI;BDALALAI;16;MALE;MALE;NEUTRAL;BDMISC01;BDALALAI;BDENSHTV;;BDFIG00;BDMISC1B;;IMMUNE2;;;FIREELEM;BDSPECTQ;;;6000;bg1;Al-Alai
BDALMUR;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;BDALMUR;BDALMUR;7;MALE;MALE;NEUTRAL;BDLUGG;BDASC;BDSHOUT;bdfigh10;;BDHELMJ3;SHLD03;;;;AX1H01;;;;420;bg1;Almur
BDALYTH;HUMANOID;HALF_ELF;RANGER;THIEF_FEMALE_ELF;bdalyth;BDALYTH;7;FEMALE;FEMALE;NEUTRAL;BDALYTH;None;None;None;dw1melge;;;;;;;;;;750;bg1;"Lady" Alyth Elendara
BDAMMON;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;BDAMMON;BDAMMON;5;FEMALE;FEMALE;NEUTRAL;RR#PICKP;BDENSHTV;BDAMMON;;BDARCH00;;;;;;STAF01;DART04;;;350;bg1;Ammon
BDANDRUS;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;BDANDRUS;BDANDRUS;12;FEMALE;FEMALE;NEUTRAL;BDANDRUS;BDBCOAL;BDSHOUT;BDMAGE01;;;;BDRING06;;MINHP1;STAF02;DART03;;;5000;bg1;Andrus
BDANGATH;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;BDANGATH;;18;FEMALE;FEMALE;NEUTRAL;BDANGATH;;;;;;;BDRING07;;MINHP1;STAF08;DART03;;;5000;bg1;Andrus Gath
BDANJI;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDANJI;BDANJI;7;MALE;MALE;NEUTRAL;BDSPENSS;;BDSHOUT;BDFIGH01;;HELM01;;;;;XBOW01;DAGG01;;;420;bg1;Anji
BDANKH01;MONSTER;ANKHEG;ANKHEG;ANKHEG;BDANKH01;;10;NIETHER;MALE;ENEMY;;BDANKH01;ANKHEG;;;;;;;;ANKHEG1;ANKHEG2;;;1400;bg1;Ankheg
BDANKHEG;MONSTER;ANKHEG;ANKHEG;ANKHEG;None;;8;NIETHER;MALE;ENEMY;GENSHT01;None;None;ANKHEG;dw1ranmo;;;;;;ANKHEG1;ANKHEG2;;;975;bg1;Ankheg
BDANKHSU;MONSTER;ANKHEG;ANKHEG;ANKHEG;BDANKHSU;;8;SUMMONED;MALE;CONTROLLED;;;;ANKHEG;BDSUM00;;;;;;ANKHEG1;ANKHEG2;;;0;bg1;Ankheg
BDARAYA;HUMANOID;HUMAN;NO_CLASS;NOBLEWOMAN_FIGHTER;BDARAYA;BDARAYA;1;FEMALE;FEMALE;NEUTRAL;RR#PICKP;SHOUT;;None;dw1melge;;;;;;;;;;15;bg1;Lady Araya
BDARBING;GIANTHUMANOID;OGRE;FIGHTER;OGRE;BDARBING;BDARBING;7;NIETHER;MALE;NEUTRAL;BDARBING;BDOGREPC;;NONE;dw1melbe;;;;;;OGRE1;;;;1400;bg1;Arbinge
BDASERY;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;BDASERY;BDASERY;7;FEMALE;FEMALE;NEUTRAL;LUISGANG;;;;dw1melge;HELM01;;;;;HAMM01;;;;400;bg1;Asery
BDASHA01;HUMANOID;GNOLL;FIGHTER;GNOLL;BDASHA01;BDCRUS;10;MALE;MALE;NEUTRAL;BDDSC;BDCRUSDS;BDSHOUT;BDFIGH01;;HELMNOAN;;;;;HALB07;;;;2000;bg1;Wormgums
BDASHA02;HUMANOID;GNOME;MAGE;MAGE_FEMALE_GNOME;BDASHA02;BDCRUS;11;FEMALE;FEMALE;NEUTRAL;BDDSC;BDCRUSDS;BDSHOUT;BDMAGE01;;;;;;;DAGG01;DART03;;;3000;bg1;Small Kimble
BDASHA03;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;BDASHA03;BDCRUS;10;MALE;MALE;NEUTRAL;BDDSC;BDCRUSDS;BDSHOUT;BDPAL01;;HELM01;SHLD06;;;;SW1H05;;;;2000;bg1;Marius of Tethyr
BDASHA04;HUMANOID;HALFLING;FIGHTER_THIEF;THIEF_FEMALE_HALFLING;BDASHA04;BDCRUS;8;FEMALE;FEMALE;NEUTRAL;BDDSC;BDCRUSDS;BDSHOUT;BDFTHI01;;HELM01;;;;;SW1H08;;;;2000;bg1;Zoe Kryn
BDASHA05;HUMANOID;HUMAN;FIGHTER_MAGE;FIGHTER_MALE_HUMAN;BDASHA05;BDCRUS;7;MALE;MALE;NEUTRAL;BDDSC;BDCRUSDS;BDSHOUT;BDFMAG01;;;;;;;BOW02;SW1H05;;;3000;bg1;Sarginson
BDASHA06;HUMANOID;DWARF;FIGHTER_CLERIC;FIGHTER_MALE_DWARF;BDASHA06;BDCRUS;9;MALE;MALE;NEUTRAL;BDDSC;BDCRUSDS;BDSHOUT;BDFCLE01;;HELM01;SHLD04;;;;HAMM02;SLNG02;;;2000;bg1;Balvin Steadyhand
BDASHATI;HUMANOID;ELF;FIGHTER_MAGE_CLERIC;FIGHTER_FEMALE_ELF;BDASHATI;BDASHATI;9;FEMALE;FEMALE;NEUTRAL;BDASHATI;;BDSHOUT;BDFMCL01;;BDERINYE;SHLD28;;BDRING09;MINHP1;DAGG05;BLUN21;;;5000;bg1;Ashatiel
BDASHIRU;UNDEAD;SPECTRE;FIGHTER_THIEF;THIEF_FEMALE_HUMAN;BDASHIRU;NONE;12;FEMALE;FEMALE;ENEMY;;NONE;NONE;NONE;BDASHIRU;;;IMMUNE1;RING95;GHOST3;BDSW1H19;;;;6000;bg1;Shadow Aspect
BDASSN01;HUMANOID;HALFORC;THIEF;THIEF_MALE_HALFORC;BDASSN01;;8;MALE;MALE;NEUTRAL;RR#PICKP;;;;BDASSN01;;SW1H08;;;;SW1H22;;;;650;bg1;Assassin
BDAUDAM;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDAUDAM;BDAUDAM;7;MALE;MALE;NEUTRAL;bdfamily;;BDSHOUT;BDFIGH01;;;;;;;;;;;420;bg1;Audamar
BDAUN;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;BDAUN;BDAUN;7;MALE;MALE;NEUTRAL;BDAUN;;;NONE;;;;;;MINHP1;;;;;650;bg1;Aun Argent
BDAUN2;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;BDAUN;BDAUN;7;MALE;MALE;NEUTRAL;BDAUN;;;NONE;;;;;;MINHP1;SW1H04;;;;650;bg1;Aun Argent
BDAUTINN;HUMANOID;HUMAN;FIGHTER;SAILOR_DARK;BDAUTINN;BDAUTINN;6;MALE;MALE;NEUTRAL;BDAUTINN;BDSAILOR;None;None;dw1melge;;;;;;;;;;750;bg1;Autinn
BDAUZIEL;HUMANOID;HUMAN;FIGHTER_THIEF;THIEF_FEMALE_HUMAN;BDAUZIEL;BDAUZIEL;7;FEMALE;FEMALE;NEUTRAL;BDBTEAM3;BDBCOAL;BDSHOUT;BDFTHI01;;;;;;MINHP1;SW1H74;;;;975;bg1;Auziel
BDBALQUO;HUMANOID;HUMAN;PALADIN;FIGHTER_MALE_HUMAN;BDBALQUO;;10;MALE;MALE;NEUTRAL;None;None;None;None;None;HELMNOAN;SHLD04;;;;SW1H02;;;;900;bg1;Flaming Fist Enforcer
BDBANDAF;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;BDBANDAF;;1;FEMALE;FEMALE;ENEMY;SHOUT;;;;dw1range;;;;;;SW1H07;BOW05;;;15;bg1;Bandit Archer
BDBANDAM;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBANDAM;;1;MALE;MALE;ENEMY;SHOUT;;;;dw1range;;;;;;SW1H04;BOW05;;;15;bg1;Bandit Archer
BDBANDFF;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;BDBANDAF;;1;FEMALE;FEMALE;ENEMY;SHOUT;;;;dw1melge;;;;;;BDSW1H16;;;;15;bg1;Crusader Deserter
BDBANDFM;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBANDFM;;1;MALE;MALE;ENEMY;SHOUT;;;;dw1melge;;;;;;SW1H20;;;;15;bg1;Bandit Archer
BDBANDIT;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Bandit;BANDIT;1;MALE;MALE;ENEMY;SHOUT;BANDIT;None;None;dw1range;;;;;;SW1H04;COMPB05;;;65;bg1;Bandit
BDBANDLM;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBANDFM;;3;MALE;MALE;ENEMY;SHOUT;;;;dw1melge;;SHLD11;;;;SW1H04;;;;65;bg1;Bandit Leader
BDBANNO;HUMANOID;HUMAN;INNOCENT;FAT_MAN;BDBANNO;BDBANNO;1;MALE;MALE;NEUTRAL;BDBCRW;;;;dw1melge;;;;;;;;;;15;bg1;Announcer
BDBARDYL;HUMANOID;HALFLING;THIEF;THIEF_FEMALE_HALFLING;BDBARDYL;BDBARDYL;7;FEMALE;FEMALE;NEUTRAL;BDSPENSS;;BDSHOUT;BDTHIE01;;;;;;;SW1H07;;;;420;bg1;Bardyla
BDBARGH2;HUMANOID;HALFORC;FIGHTER;FIGHTER_MALE_HALFORC;BDBARGHE;BDBARGHE;12;MALE;MALE;ENEMY;BDCHALL;;BDSHOUT;BDFIGH35;;HELMNOAN;SHLD06A;;;;BDAX1H03;;;;3000;bg1;The Barghest
BDBARGHE;HUMANOID;HALFORC;FIGHTER;FIGHTER_MALE_HALFORC;BDBARGHE;BDBARGHE;12;MALE;MALE;NEUTRAL;RR#PICKP;;BDSHOUT;BDFIGH20;;HELMNOAN;SHLD06A;;;;BDAX1H03;;;;3000;bg1;The Barghest
BDBARRE1;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG2;BDBARRE1;BDBARREL;1;NIETHER;NIETHER;NEUTRAL;;;;;;;;NOCIRCLE;;MINHP1;;;;;0;bg1;
BDBARRE2;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG2;BDBARRE2;BDBARREL;1;NIETHER;NIETHER;NEUTRAL;;;;;;;;NOCIRCLE;;MINHP1;;;;;0;bg1;
BDBARRE3;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG2;BDBARRE3;BDBARREL;1;NIETHER;NIETHER;NEUTRAL;;;;;;;;NOCIRCLE;;MINHP1;;;;;0;bg1;
BDBARRE4;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG2;BDBARRE4;BDBARREL;1;NIETHER;NIETHER;NEUTRAL;;;;;;;;NOCIRCLE;;MINHP1;;;;;0;bg1;
BDBARRE5;GENERAL_ITEM;NO_RACE;NO_CLASS;KEG2;BDBARRE5;BDBARREL;1;NIETHER;NIETHER;NEUTRAL;;;;;;;;NOCIRCLE;;MINHP1;;;;;0;bg1;
BDBART01;HUMANOID;HUMAN;INNOCENT;FAT_MAN;BDBART01;BDBART01;1;MALE;MALE;NEUTRAL;BDBART01;;None;None;;;;;;;;;;;15;bg1;Bartender
BDBARTLE;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBARTLE;BDBARTLE;7;MALE;MALE;NEUTRAL;BDBARTLE;;;;dw1melge;;;;;;BDSW1H04;;;;650;bg1;Bartleby
BDBATNC;ANIMAL;NO_RACE;NO_CLASS;BAT_OUTSIDE;BDBATNC;;1;MALE;MALE;NEUTRAL;;;;;RANDWALK;;;;;;;;;;0;bg1;Bat
BDBATOUT;ANIMAL;NO_RACE;NO_CLASS;BAT_OUTSIDE;BDBATOUT;None;1;MALE;MALE;NEUTRAL;BDBATOUT;None;;None;None;;;;;;;;;;0;bg1;Bat
BDBATTUK;HUMANOID;HOBGOBLIN;FIGHTER;HOBGOBLIN;BDBATTUK;BDBATTUK;6;MALE;MALE;NEUTRAL;BDBATTUK;;SHOUT;BDFIGH01;;HELM11;;;;;BOW01;SW1H01;;;420;bg1;Battuks
BDBCHICK;ANIMAL;NO_RACE;FOOD_CREATURE;CHICKEN_BROWN;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;WDRUNSGT;;;;;;;;;;1;bg1;Chicken
BDBDOG;ANIMAL;DOG;DOG_WILD;DOG_WILD;BDBDOG;;1;MALE;MALE;NEUTRAL;BDBDOG;;;;dw1melmo;;;;;;P1-4;;;;35;bg1;Wild Dog
BDBEARBL;ANIMAL;BEAR;BEAR_BLACK;BEAR_BLACK;BDBEARBL;;3;MALE;MALE;NEUTRAL;;BEAR;;;dw1melmo;;;;;;B1-6;;;;120;bg1;Black Bear
BDBEARBN;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;BDBEARBR;;6;MALE;MALE;NEUTRAL;;BEAR;BDENRAGE;;dw1melmo;;;;;;S1-8;;;;270;bg1;Brown Bear
BDBEARBR;ANIMAL;BEAR;BEAR_BROWN;BEAR_BROWN;BDBEARBR;;6;MALE;MALE;ENEMY;;BDENSHTV;;;BDNONIN;;;;;;S1-8;;;;420;bg1;Grizzly Bear
BDBEARCA;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;BDBEARCA;;9;MALE;MALE;ENEMY;;;BDENRAGE;;dw1melmo;;;;;;S1-12;;;;975;bg1;Cave Bear
BDBEETBH;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_BORING;BDBEETBH;;5;NIETHER;MALE;ENEMY;;BDENSHTV;;;BDNONIN;;;;;;S5-20;;;;175;bg1;Boring Beetle
BDBEETBM;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_BOMBARDIER;BDBEETBM;;2;NIETHER;MALE;NEUTRAL;;;BDBBCLD;;;;;;;;S1-12;;;;120;bg1;Bombardier Beetle
BDBEETBR;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_BORING;BDBEETBR;;5;NIETHER;MALE;NEUTRAL;;;BDBEETBR;;;;;;;;S5-20;;;;175;bg1;Boring Beetle
BDBEETFM;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_FIRE;;;1;NIETHER;MALE;NEUTRAL;;;;HUNTER;BDNONIN;;;;;;P2-8;;;;35;bg1;Fire Beetle
BDBEETMH;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_BOMBARDIER;BDBEETMH;;2;NIETHER;MALE;ENEMY;;;BDBEETBM;;;;;;;;S1-12;;;;120;bg1;Bombardier Beetle
BDBEETRH;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_RHINOCEROS;BDBEETRH;;12;NIETHER;MALE;NEUTRAL;;;BDBEETRH;;;;;;;;S2-16M2;;;;4000;bg1;Rhinoceros Beetle
BDBELBEN;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HALFORC;BDBELBEN;BDBELBEN;9;MALE;MALE;NEUTRAL;BDBELBEN;;BDSHOUT;BDFIGH01;;HELM01;;;;;SW2H02;;;;1400;bg1;Belben
BDBELEGA;HUMANOID;HALF_ELF;CLERIC_MAGE;CLERIC_MALE_ELF;BDBELEGA;BDBELEGA;8;MALE;MALE;NEUTRAL;BDBELEGA;;BDSHOUT;BDCLMA01;;;;;;;BLUN05;SLNG01;;;2000;bg1;Belegarm
BDBELHIF;MONSTER;DEMONIC;IMP;BELHIFET;BDBELHIF;BDBELHIF;25;MALE;MALE;NEUTRAL;BDBELHIF;;;;;;;;;BDBELHIA;BDBELHI1;BDBELHI2;;;45000;bg1;Belhifet
BDBELLOW;HUMANOID;GNOME;FIGHTER;FIGHTER_MALE_DWARF;BDBELLOW;BDBELLOW;7;MALE;MALE;NEUTRAL;BDBELLOW;;NONE;NONE;BPASIGHT;;;;;;DART03;SW1H04;;;0;bg1;Bellowgulp Bluefingers
BDBELT;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBELT;BDBELT;19;MALE;MALE;NEUTRAL;RR#PICKP;;BDSHOUT;BDFIGH01;;;SHLD04;;;MINHP1;SW1H02;;;;6000;bg1;Belt
BDBENCE;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBENCE;BDBENCE;9;MALE;MALE;NEUTRAL;BDBENCE;;BDSHOUT;BDFIGH01;;HELM09;SHLD06;BDRING06;;MINHP1;SW1H02;;;;1400;bg1;Bence Duncan
BDBERAHL;HUMANOID;HUMAN;FIGHTER;STATIC_PEASANT_MAN_STOOL;BDBERAHL;BDBERAHL;4;MALE;MALE;NEUTRAL;BDBERAHL;None;None;None;dw1melge;;;;;;SW1H01;;;;100;bg1;Berahli
BDBERTA;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;BDBERTA;BDBERTA;4;FEMALE;FEMALE;NEUTRAL;RR#PICKP;BDBERTA;None;None;dw1melge;;;;;;;;;;300;bg1;Berta
BDBERTOR;GIANTHUMANOID;OGRE;FIGHTER;OGRE;BDBERTOR;BDBETROR;11;NIETHER;MALE;NEUTRAL;BDBERTOR;BD5200EN;BDSHOUT;BDFIGH01;;;;;;;BLUN07;;;;2000;bg1;Betror
BDBF1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBF1;BDBF1;7;MALE;MALE;NEUTRAL;BDBF1;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;650;bg1;Zari
BDBF2;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_HUMAN;BDBF2;BDBF2;7;FEMALE;FEMALE;NEUTRAL;BDRAYLER;BDFORT;BDSHOUT;BDCLER01;;HELM01;;;;;BLUN02;SLNG01;;;650;bg1;Rayler
BDBF3;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;NONE;NONE;7;FEMALE;FEMALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;NONE;;;;;;;;;;0;bg1;Lexa
BDBF4;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;NONE;NONE;7;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;NONE;;;;;;;;;;0;bg1;Herdrin
BDBF5;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;NONE;NONE;7;FEMALE;FEMALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;NONE;HELM01;;;;;BOW03;SW1H07;;;0;bg1;Kendra
BDBFIND1;HUMANOID;HUMAN;FIGHTER;SLEEPING_MAN_HUMAN;BDBFORT9;BDBFIND;7;MALE;MALE;NEUTRAL;BDREFBF;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;420;bg1;Bridgefort Defender
BDBFIND2;HUMANOID;HUMAN;FIGHTER;SLEEPING_WOMAN_HUMAN;BDBFORT9;BDBFIND;7;FEMALE;MALE;NEUTRAL;BDREFBF;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;420;bg1;Bridgefort Defender
BDBFOR10;HUMANOID;ELF;FIGHTER;FIGHTER_MALE_ELF;BDBFOR10;BDBFORT9;7;MALE;MALE;NEUTRAL;BDTBUDDY;BDFORT;BDSHOUT;BDFIGH01;;;;;;;BOW01;SW1H04;;;420;bg1;Bridgefort Defender
BDBFOR11;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFOR11;BDBFORT9;7;MALE;MALE;NEUTRAL;BDTBUDDY;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;420;bg1;Bridgefort Defender
BDBFOR12;HUMANOID;HUMAN;FIGHTER_THIEF;THIEF_MALE_HUMAN;BDBFOR12;BDBFORT9;3;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFTHI01;;BDHELM03;;;;;SW1H08;;;;420;bg1;Traveler
BDBFOR13;HUMANOID;HUMAN;PALADIN;CLERIC_FEMALE_HUMAN;BDBFOR13;BDBFORT9;7;FEMALE;FEMALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDPAL01;;HELM13;SHLD05A;;;BDAMUL24;SW1H05;;;;420;bg1;Adventurer
BDBFOR14;HUMANOID;HALFLING;FIGHTER;FIGHTER_MALE_HALFLING;BDBFOR14;BDBFORT9;7;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;;HELM15;;;;;BOW05;DAGG01;;;420;bg1;Bridgefort Defender
BDBFOR15;HUMANOID;DWARF;CLERIC;CLERIC_MALE_DWARF;BDBFOR15;BDBFORT9;8;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDCLER01;;HELM08;SHLD01;;;;BLUN04;SLNG02;;;975;bg1;Traveler
BDBFOR16;HUMANOID;HUMAN;FIGHTER;CLERIC_FEMALE_HUMAN;BDBFOR16;BDBFORT9;6;FEMALE;FEMALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;;;;;;;BOW03;BLUN01;;;275;bg1;Bridgefort Defender
BDBFORT;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFORT;BDBFORT;7;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;;HELM08;;;;;XBOW01;SW1H07;;;650;bg1;Adirran
BDBFORT2;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFORT2;BDBFORT2;7;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;420;bg1;Bridgefort Soldier
BDBFORT3;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFORT3;BDBFORT3;7;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;650;bg1;Bridgefort Guard
BDBFORT4;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFORT4;BDBFORT4;7;MALE;MALE;NEUTRAL;BDBFORT4;;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;650;bg1;Bridgefort Guard
BDBFORT7;HUMANOID;HALFLING;THIEF;THIEF_MALE_HALFLING;BDBFORT7;BDBFORT7;6;MALE;MALE;NEUTRAL;BDFORTX;;BDSHOUT;BDFIGH01;;;;;;;BOW05;DAGG01;;;420;bg1;Bridgefort Refugee
BDBFORT8;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFORT8;BDBFORT7;6;MALE;MALE;NEUTRAL;BDFORTX;;BDSHOUT;BDFIGH01;;HELM01;;;;;AX1H04;SW1H04;;;420;bg1;Bridgefort Refugee
BDBFORT9;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;BDBFORT9;BDBFORT9;7;MALE;MALE;NEUTRAL;RR#PICKP;BDFORT;BDSHOUT;BDFIGH01;;HELM01;;;;;BOW03;SW1H07;;;420;bg1;Bridgefort Defender
BDBFSENT;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;BDBFSENT;BDBFSENT;7;FEMALE;FEMALE;NEUTRAL;RR#PICKP;;BDSHOUT;BDFIGH01;;BDHELM03;;;;;XBOW04;DAGG01;;;650;bg1;Crusader Sentry
