file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;summon;comment;MonsterId;ValidatedMonsterId;ValidatedLevel;ValidatedItems;ValidatedScript;game;name
CARRIO;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;carrio;;3;NIETHER;MALE;ENEMY;dw#gpshm;CCRAWLER;None;None;none;;;;;;CARRIO1;;;;420;bg1;;;CarrionCrawler;true;true;true;true;bg1;Carrion Crawler
CARRIO;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;None;;3;NIETHER;MALE;ENEMY;None;CCRAWLER;None;None;none;;;;;;CARRIO1;;;;975;bg2;;;CarrionCrawler;true;true;true;true;bg2;Carrion Crawler
OHBMENA6;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;OHBMENA6;;3;NIETHER;MALE;NEUTRAL;;CCRAWLER;NONE;NONE;NONE;;;;;MINHP1;CARRIO1;;;;975;bg2;;;CarrionCrawler;true;true;true;true;;Carrion Crawler
POLYCARR;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;None;;3;NIETHER;MALE;ENEMY;None;CCRAWLER;None;None;none;;;;;;;;;;420;bg2;;;CarrionCrawler;true;true;true;true;;Carrion Crawler
SEWCC;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;SEWCC;;3;NIETHER;MALE;NEUTRAL;None;CCRAWLER;None;None;none;;;;;;CARRIO1;;;;420;bg2;;;CarrionCrawler;true;true;true;true;;Carrion Crawler
CRYPTCRA;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;None;;3;NIETHER;158;ENEMY;None;CCRAWLER;None;None;;;;;;;CARRIO1;;;;420;bg1;;;CarrionCrawler;true;true;true;true;;Crypt Crawler
BDCRAWMU;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;BDCRAWMU;;6;SUMMONED;SUMMONED;ENEMY;NONE;CCRAWLER;NONE;NONE;NONE;;;;;;CARRIO1;;;;420;bg1;true;;CarrionCrawler;true;true;true;true;;Mutated Crawler
BDMCARRI;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;BDMCARRI;;5;NIETHER;MALE;ENEMY;;BDENSHTV;;;BDCCRAWL;;;;;;CARRIO1;;;;650;bg1;;;CarrionCrawler;true;true;true;true;;Mutated Crawler
CARRIOSU;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;None;;5;SUMMONED;SUMMONED;CONTROLLED;None;CCRAWLER;None;None;none;;;;;;CARRIO1;;;;0;bg1;true;;CarrionCrawler;true;true;true;true;bg1;Mutated Crawler
CARRIOSU;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;None;;5;SUMMONED;MALE;CONTROLLED;CARRIOSU;CCRAWLER;None;None;none;;;;;;CARRIO1;;;;0;bg2;true;;CarrionCrawler;true;true;true;true;bg2;Mutated Crawler
BD328OSO;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;;;8;MALE;FEMALE;ENEMY;None;None;BEAR;None;dw1melmo;;;;;;B1-12;;;;900;bg1;;;CaveBear;true;true;true;true;;Cave Bear
BDBEARCA;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;BDBEARCA;;9;MALE;MALE;ENEMY;;;BDENRAGE;;dw1melmo;;;;;;S1-12;;;;975;bg1;;;CaveBear;true;true;true;true;;Cave Bear
BEARCA;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;bearca;;6;MALE;MALE;ENEMY;None;None;CBEAR;None;dw1melmo;;;;;;B1-10;;;;650;bg1;;;CaveBear;true;true;true;true;;Cave Bear
BEARCA01;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;None;;6;MALE;MALE;ENEMY;None;None;CBEAR;None;dw2mc2mo;;;;;;BEARCA;;;;650;bg2;;;CaveBear;true;true;true;true;;Cave Bear
BEARCASU;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;None;;6;SUMMONED;MALE;ALLY;;None;;None;DVMELEE;;;;;;BEARCASU;;;;0;bg1,bg2;true;;CaveBear;true;true;true;true;;Cave Bear
CAVENE;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;CAVENE;none;1;MALE;MALE;ENEMY;dw#gpsht;None;CBEAR;None;dw1melmo;;;;;;B1-10;;;;650;bg1;;;CaveBear;true;true;true;true;;Cave Bear
OHDANIM1;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;TRANIM01;;6;MALE;MALE;NEUTRAL;OHDANIM;NONE;NONE;NONE;NONE;;;;;;B1-10;;;;650;bg2;;;CaveBear;true;true;true;true;;Cave Bear
TRANIM01;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;tranim01;;6;MALE;MALE;CONTROLLED;None;None;None;None;None;;;;;;B1-10;;;;0;bg2;true;;CaveBear;true;true;true;true;;Cave Bear
VBEARCA;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;None;;6;MALE;MALE;ENEMY;None;None;CBEAR;None;dw2mc2mo;;;;;;BEARCA;;;;650;bg2;;;CaveBear;true;true;true;true;;Cave Bear
URSA;ANIMAL;BEAR;BEAR_CAVE;BEAR_CAVE;Ursa;;6;MALE;MALE;ENEMY;dw#prsht;None;None;None;dw1melmo;;;;;;B1-10;;;;650;bg1;;;CaveBear;true;true;true;true;;Ursa the Cave Bear
CATCHE01;ANIMAL;CAT;HUNTER_CREATURE;GREATCAT_LEOPARD;None;;4;MALE;MALE;ENEMY;GENSHT01;None;HUNTER;None;dw2mp2mo;;;;;;P1-8;;;;175;bg2;;;Cheetah;true;true;true;true;;Cheetah
CBCHIMRA;ANIMAL;BEAR;BEAR_BROWN;CHIMERA;None;;9;MALE;MALE;NEUTRAL;SUMSHT02;None;BEAR;hunter;dw2mc2mo;;;;;;B1-12;;;;1150;ctb;;;Chimera;false;;;;;Chimera
AC#FPCLG;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;AC#FPCLG;;9;NIETHER;MALE;NEUTRAL;;NONE;;NONE;dw1melmo;;;IMMUNE1;;;GOLCLA;;;;8000;Loretakers;;;ClayGolem;true;true;true;true;;Clay Golem
AC#FPCLY;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;AC#FPCLG;;9;NIETHER;MALE;CONTROLLED;;NONE;;NONE;dw1melmo;;;;RING95;;GOLCLA;;;;8000;Loretakers;true;;LesserClayGolem;true;true;true;true;;Lesser Clay Golem
BPCLAY;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;BPENEMY ;;9;NIETHER;MALE;ENEMY;BPSIGHT;None;BPFHT;None;None;;;IMMUNE1;;;GOLCLA;;;;0;bg1;;;ClayGolem;true;true;true;true;;Clay Golem
CLGOL01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;clgol01;clgol01;9;NIETHER;MALE;ENEMY;GENSHT01;None;None;GOLCLY01;;;;IMMUNE1;;;GOLCLA;;;;8000;bg2;;;ClayGolem;true;true;true;true;;Clay Golem
CSGOLEM;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;csgolem;None;9;NIETHER;MALE;NEUTRAL;None;None;None;None;None;;;IMMUNE1;GOLCLA;;B3-30;;;;5000;bg2;;;ClayGolem;true;true;true;true;;Golem
D9LCLA01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;golcla01;;9;EXTRA3;MALE;ENEMY;d9dwctyz;None;None;GOLCLY01;;;;IMMUNE1;;;GOLCLA;;;;8000;butchery;;;ClayGolem;true;true;true;true;;Clay Golem
D9LSAN01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;None;;9;EXTRA3;MALE;ENEMY;d9dwctyz;None;None;GOLCLY01;;;;IMMUNE2;;;GOLCLA;;;;14000;butchery;;;ClayGolem;true;true;;true;;Sand Golem
GOLCLA01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;golcla01;;9;NIETHER;MALE;ENEMY;GENSHT01;None;None;GOLCLY01;;;;IMMUNE1;;;GOLCLA;;;;8000;bg2;;;ClayGolem;true;true;true;true;;Clay Golem
GOLEM01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;None;;9;NIETHER;MALE;NEUTRAL;GENSHT01;None;None;GOLCLY01;;;;IMMUNE1;GOLCLA;;B3-30;;;;5000;bg2;;;ClayGolem;true;true;true;true;;Clay Golem
GOLSAN01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;None;;9;NIETHER;MALE;ENEMY;GENSHT01;None;None;GOLCLY01;;;;IMMUNE2;;;GOLCLA;;;;14000;bg2;;;ClayGolem;true;true;;true;;Sand Golem
IGOLEM01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;None;igolem1;9;NIETHER;MALE;NEUTRAL;IGOLEM01;None;None;None;None;;;IMMUNE1;GOLCLA;MINHP1;B3-30;;;;5000;bg2;;;ClayGolem;true;true;true;true;;Sewage Golem
IGOLEM02;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;None;igolem2;9;NIETHER;MALE;NEUTRAL;None;None;None;None;None;;;IMMUNE1;GOLCLA;;B3-30;;;;5000;bg2;;;ClayGolem;true;true;true;true;;Jailkeep Golem
KPGOL02;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;None;;9;NIETHER;MALE;NEUTRAL;None;KPGOL02;None;GOLCLY01;;;;IMMUNE1;;;GOLCLA;;;;8000;bg2;;;ClayGolem;true;true;true;true;;Clay Golem
L#NIGOL;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;L#NIGOL;L#NIGOL;9;NIETHER;MALE;NEUTRAL;;NONE;NONE;;;;;IMMUNE1;GOLCLA;;B3-30;;;;1000;TANGLEDISLE;;;ClayGolem;true;true;true;true;;Faithful Golem
O#WIZGO1;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#WIZGO1;O#WIZGO1;9;NIETHER;MALE;ENEMY;;;;GOLCLY01;O#BrynFi;;;IMMUNE1;;;GOLCLA;;;;8000;BACKBRYNNLAW;;;ClayGolem;true;true;true;;;Clay Golem
O#WIZGO2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#WIZGO2;O#WIZGO2;9;NIETHER;MALE;ENEMY;;;;GOLCLY01;O#BrynFi;;;IMMUNE1;;;GOLCLA;;;;8000;BACKBRYNNLAW;;;ClayGolem;true;true;true;;;Clay Golem
OBSGOL01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;obsgol01;obsgol01;9;NIETHER;MALE;NEUTRAL;obsgolem;None;None;OBSGOL;None;;;IMMUNE1;MINHP1;;GOLCLA;;;;8000;bg2;;;ClayGolem;true;true;true;;;Guardian Golem
OHBGOL01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_IRON;OHBGOL01;;26;NIETHER;MALE;ENEMY;;OHB_T302;;;OHBNONIN;HELMNOAN;;IMMUNE3;IRONGOL;;OHBGOL01;GOLIRO;;;0;bg2;;;GreaterClayGolem;true;true;;true;;Greater Clay Golem
OHBGOL02;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;OHBGOL02;;11;NIETHER;MALE;ENEMY;;OHB_T302;;;OHBNONIN;;;IMMUNE1;;;GOLCLA;;;;0;bg2;;;ClayGolem;true;true;true;true;;Clay Golem
OHBGOL03;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_MINI;OHBGOL02;;9;NIETHER;MALE;ENEMY;;OHB_T302;;;OHBNONIN;;;;;;GOLFLE;;;;0;bg2;;;LesserClayGolem;true;true;true;true;;Lesser Clay Golem
PPIRON;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;ppiron;;9;NIETHER;MALE;NEUTRAL;gpshout;ppiron;None;GOLCLY01;;;;IMMUNE1;;;GOLCLA;;;;5000;bg2;;;ClayGolem;true;true;true;true;;Clay Golem
RR#STGOL;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;RR#STGOL;;9;NIETHER;MALE;ENEMY;RR#STGOL;;;;;;;IMMUNE1;;;GOLCLA;;;;8000;RR;;;ClayGolem;true;true;true;true;;Clay Golem
TOMEGOL2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;golcla01;;9;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;GOLCLY01;BDSUM00;;;IMMUNE1;;;GOLCLA;;;;8000;bg1;true;;ClayGolem;true;true;true;true;bg1;Clay Golem
9XGENIE;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;9XGENIE;9XGENIE;5;NIETHER;MALE;NEUTRAL;GENSHT01;NONE;NONE;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;INNERSHADE;;;Dao;;;;;;Genie
GENDAO01;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;None;;8;NIETHER;MALE;ENEMY;GENSHT01;None;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Dao
GENIE01;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;None;;5;NIETHER;MALE;NEUTRAL;GENSHT01;None;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
GENIE02;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI_LEGS;None;;5;NIETHER;MALE;NEUTRAL;GENSHT01;None;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
GENIE03;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;None;;5;NIETHER;MALE;NEUTRAL;GENSHT01;None;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
GENIE04;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;None;;5;NIETHER;MALE;NEUTRAL;GENSHT01;None;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
GENIE1;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;None;genie1;8;NIETHER;MALE;NEUTRAL;GENSHT01;SHOUTDL2;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
KGENIE1;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI_LEGS;None;kgenie1;8;NIETHER;MALE;NEUTRAL;GENSHT01;SHOUTDL2;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
KGENIE2;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI_LEGS;None;kgenie2;8;NIETHER;MALE;NEUTRAL;INITRG5;None;None;DAO01;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Genie
OHHDJINN;GIANTHUMANOID;GENIE;GENIE_NOBLE_DJINNI;DJINNI_LEGS;;;12;MALE;MALE;ENEMY;GENSHT01;;NONE;DAO01;;;;;;;SW1H23;;;;5000;bg2;;;Dao;;;;;;Furious Djinni
PPDJINN;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;ppdjinn;ppdjinn;5;NIETHER;MALE;NEUTRAL;SHOUTINV;None;None;;dw1melge;;;;;;B3-18;;;;5000;bg1;;;Dao;;;;;bg1;Genie
PPDJINN;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;ppdjinn;ppdjinn;5;NIETHER;MALE;NEUTRAL;SHOUTINV;None;None;;dw2mc2ge;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;bg2;Genie
TRGENI01;GIANTHUMANOID;GENIE;GENIE_NOBLE_DJINNI;DJINNI_LEGS;trgeni01;trgeni01;12;MALE;MALE;NEUTRAL;GENSHT01;TRGENI;None;DAO01;;;;;;;SW1H23;;;;5000;bg2;;;Dao;;;;;;Khan Zahraa
TRGENI03;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;trgeni03;trgeni03;12;MALE;MALE;NEUTRAL;GENSHT01;TRGENI;None;DAO01;;;;;;;B3-18M3;;;;5000;bg2;;;Dao;;;;;;Faafirah
U!KGEN;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;U!Kgen;U!KGEN;8;NIETHER;MALE;NEUTRAL;U!KTALK;None;None;DAO01;dw2mc2ge;;;MINHP1;;;B3-18M3;;;;5000;ub;;;Dao;;;;;;Genie
WISH01;GIANTHUMANOID;GENIE;GENIE_DAO;DJINNI;None;wish;8;NIETHER;MALE;NEUTRAL;WISH01;None;None;DAO01;dw1melge;;;MINHP1;;;B3-18M3;;;;5000;bg1;;;Dao;;;;;bg1;Dao
CBC8CTL4;UNDEAD;DEMILICH;MAGE;DEMILICH;CBC8CTL4;None;27;MALE;MALE;ENEMY;CBC8CTL4;DLICH01;GPSHOUT;;CBC8CTLH;HELMNOAN;;RING95;DEMILICH;;LICH02;;;;0;ctb;;;DemiLich;;;;;;Cult Lich
DEMILICH;UNDEAD;DEMILICH;MAGE;DEMILICH;demilich;None;35;NIETHER;MALE;ENEMY;None;;None;None;dw#mg563;HELMNOAN;;RING95;DEMILICH;;LICH02;;;;55000;bg2;;;DemiLich;;;;;;Demilich
DX#DEMI;UNDEAD;DEMILICH;MAGE;DEMILICH;dx#demi;dx#demid;27;NIETHER;MALE;NEUTRAL;;DEMILICH;None;dx#fight;None;;;DEMILICH;;;LICH02;;;;55000;COWLEDMENACE;;;DemiLich;;;;;;Zallanora the Demilich
ESXLICH;UNDEAD;DEMILICH;MAGE;DEMILICH;ESXLICH;;27;NIETHER;MALE;ENEMY;;DEMILICH;NONE;NONE;NONE;;;;DEMILICH;;LICH02;;;;55000;EILISTRAEE;;;DemiLich;;;;;;DemiLich
GORSKU01;UNDEAD;LICH;MAGE;DEMILICH;None;None;20;NIETHER;MALE;ENEMY;gorsku01;None;None;None;None;;;;RING95;;DW#SKRNG;;;;11000;bg2;;;DemiLich;;;;;;Flaming Skull
HGSKU01;UNDEAD;LICH;MAGE;DEMILICH;hgsku01;None;20;NIETHER;MALE;ENEMY;GRPSHT01;None;None;None;gorsku01;;;;RING95;;DW#SKRNG;;;;9000;bg2;;;DemiLich;;;;;;Flaming Skull
HLDEMI;UNDEAD;DEMILICH;MAGE;DEMILICH;hldemi;hldemi;30;NIETHER;MALE;ENEMY;dw#kanga;shoutdlg;None;None;dw#mg562;;;RING39;DEMILICH;;LICH02;;;;55000;bg2;;;DemiLich;;;;;;Kangaxx the Demilich
OHBDLI01;UNDEAD;DEMILICH;MAGE;DEMILICH;OHBDLI01;;31;MALE;MALE;ENEMY;;OHB_T402;;;OHBDEMI;HELMNOAN;;RING95;DEMILICH;;LICH02;;;;0;bg2;;;DemiLich;;;;;;Dogar
OHBDLI02;UNDEAD;DEMILICH;MAGE;DEMILICH;OHBDLI02;;31;MALE;MALE;ENEMY;;OHB_T402;;;OHBDEMI;HELMNOAN;;RING95;DEMILICH;;LICH02;;;;0;bg2;;;DemiLich;;;;;;Kazon
A#FERA03;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;MALE;MALE;CONTROLLED;None;None;DIREWOLF;HUNTER;dw2mp2mo;;;;;;P1-8;;;;0;ub;true;;DireWolf;false;;;;;Dire Wolf
A#FERA04;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;MALE;MALE;CONTROLLED;None;None;DIREWOLF;;dw2mp2mo;;;;;;P1-8;;;;0;ub;true;;DireWolf;false;;;;;Pack Leader
L#FAIEN3;ANIMAL;WOLF;WOLF;WOLF;L#FAIEN3;L#FAIEN3;3;MALE;MALE;ENEMY;;NONE;WOLF;NONE;dw1melmo;;;;;;P1-4;;;;125;sotsc;;;DireWolf;true;true;;;;Apsu
BDWOLFDI;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;BDWOLFDI;;5;MALE;MALE;ENEMY;;;DIREWOLF;;dw1melmo;;;;;;P2-8;;;;175;bg1;;;DireWolf;true;true;true;true;;Dire Wolf
P#WOLF02;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;p#wolf02;P#WOLF;4;MALE;MALE;NEUTRAL;P#WOLFA;None;DIREWOLF;HUNTER;dw1melmo;;;;;;P1-8;;;;125;bg1npc;;;DireWolf;true;true;true;;;Dire Wolf
UBNIMWLF;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;ubnimwlf;ubnimwlf;4;MALE;MALE;ENEMY;ubnimwlf;;;;;;;;;;P1-8;;;;125;bg1ub;;;DireWolf;true;true;true;;;Dire Wolf
WOLFDI;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;MALE;MALE;ENEMY;dw#gpshm;None;DIREWOLF;None;dw1melmo;;;;;;P1-8;;;;125;bg1;;;DireWolf;true;true;true;true;bg1;Dire Wolf
WOLFDI;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;wolfdi;;4;MALE;MALE;ENEMY;None;None;DIREWOLF;hunter;dw2mp2mo;;;;;;P1-8;;;;125;bg2;;;DireWolf;true;true;true;;bg2;Dire Wolf
WOLFDISU;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;SUMMONED;SUMMONED;CONTROLLED;None;None;DIREWOLF;None;BDSUM00;;;;;;P1-8;;;;0;bg1;true;;DireWolf;true;true;true;true;bg1;Dire Wolf
WOLFDISU;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;SUMMONED;MALE;CONTROLLED;wolfdisu;None;DIREWOLF;None;BDSUM00;;;;;;P1-8M1;;;;0;bg2;true;;DireWolf;true;true;;;bg2;Dire Wolf
C0AUWLF1;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;C0AUWLF1;C0AUWLF1;12;NIETHER;MALE;NEUTRAL;;None;None;None;;;;RING95;;;IMMUNE1;;;;0;AURA_BG1_2_EET;;;DireWolf;false;;;;;Amatsugami-no-ken
BDSHA01A;ANIMAL;NO_RACE;NO_CLASS;WOLF_DIRE;BDSHA01A;;2;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPIRIM;;;;IPSION;BDSHA01A;;;;0;bg1,bg2;true;shaman;;;;;;;Fox Spirit
D9LFDI01;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;EXTRA;MALE;ENEMY;d9dwctyz;None;DIREWOLF;None;dw2mp2mo;;;;;;WOLFDI;;;;125;butchery;;;DireWolf;false;;;;;Dire Wolf
D9LFDI02;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;EXTRA2;MALE;ENEMY;d9dwctyz;None;DIREWOLF;None;dw2mp2mo;;;;;;WOLFDI;;;;125;butchery;;;DireWolf;false;;;;;Dire Wolf
D9LFDI03;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;EXTRA3;MALE;ENEMY;d9dwctyz;None;DIREWOLF;None;dw2mp2mo;;;;;;WOLFDI;;;;125;butchery;;;DireWolf;false;;;;;Dire Wolf
D9LFDICC;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;EXTRA;MALE;ENEMY;D9LFDICC;None;DIREWOLF;None;dw2mp2mo;;;;;;WOLFDI;;;;125;butchery;;;DireWolf;false;;;;;Dire Wolf
D9LFDICH;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;EXTRA;MALE;ENEMY;D9LFDICH;None;DIREWOLF;None;dw2mp2mo;;;;;;WOLFDI;;;;125;butchery;;;DireWolf;false;;;;;Dire Wolf
DW#VMWO1;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;MALE;MALE;ENEMY;dw#vmrat;None;;None;;;;;;;WOLFDI;;;;125;stratagems;;;DireWolf;false;;;;;Dire Wolf
DW#VMWO2;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;None;;4;MALE;MALE;ENEMY;dw#vmwol;dw#vmrat;;None;;;;;;;WOLFDI;;;;125;stratagems;;;DireWolf;false;;;;;Dire Wolf
RUFIE;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;Rufie;rufie;4;MALE;MALE;NEUTRAL;None;RUFIE;None;None;None;;;;;;P1-8;;;;175;bg1;;;DireWolf;true;true;true;;;Rufie
SHAWOL01;UNDEAD;SHADOW;WOLF_DIRE;WOLF_SHADOW;None;;4;MALE;MALE;ENEMY;None;None;DIREWOLF;None;dw1melge;;;IMMUNE1;RING95;;P1-8;;;;500;bg1;;;DireWolf;true;true;true;true;bg1;Shade Wolf
SHAWOL01;UNDEAD;SHADOW;WOLF_DIRE;WOLF_SHADOW;None;;4;NIETHER;MALE;ENEMY;grpsht01;None;DIREWOLF;CBMALDES;dw2mp2ge;;;IMMUNE1;RING95;;P1-8;;;;500;bg2;;;DireWolf;true;true;true;;bg2;Shade Wolf
OHRGEWLF;ANIMAL;WOLF;WOLF_DIRE;WOLF_DIRE;OHRGEWLF;;4;MALE;MALE;ENEMY;;;DIREWOLF;;dw2mp2mo;;;;;;WOLFDI;;;;175;bg2;;;DireWolf;false;;;;;Dire Wolf
BDSHA01B;ANIMAL;NO_RACE;NO_CLASS;SNAKE;BDSHA01B;;2;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPIRIM;;;;IPSION;BDSHA01B;;;;0;bg1,bg2;true;shaman;;;;;;;Snake Spirit
HELLHO01;ANIMAL;DOG;DOG_WAR;WOLF_DIRE;None;;7;MALE;MALE;ENEMY;GENSHT01;None;None;HELHOU01;dw2mp2mo;;;SEEINVIS;;;HELLHO;;;;1400;bg2;;;HellHound;true;;;;;Hell Hound
BDSHA06A;ANIMAL;NO_RACE;NO_CLASS;BEAR_BROWN;BDSHA06A;;4;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPIRIM;;;;IPSION;BDSHA06A;;;;0;bg1,bg2;true;shaman;;;;;;;Bear Spirit
BDSHA06B;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_PANTHER;BDSHA06B;;4;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPIRIM;;;;IPSION;BDSHA06B;;;;0;bg1,bg2;true;shaman;;;;;;;Panther Spirit
BDSHA06C;ANIMAL;NO_RACE;NO_CLASS;BOAR_ARCTIC;BDSHA06C;;4;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPIRIM;;;;IPSION;BDSHA06C;;;;0;bg1,bg2;true;shaman;;;;;;;Boar Spirit
BDSHA12A;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE_SMALL;BDSHA12A;;8;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPNAIM;;;;IPSION;BDSHA12A;;;;0;bg1,bg2;true;shaman;;;;;;;Lesser Fire Spirit
BDSHA12B;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR_SMALL;BDSHA12B;;8;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;;;BDSUM00;BDSPNAIM;;;;IPSION;BDSHA12B;;;;0;bg1,bg2;true;shaman;;;;;;;Lesser Air Spirit
